broyden: |gx|<acc
101 0.0158095187230637
101.125 0.0159687057677574
101.25 0.0161303078283808
101.375 0.0162943739742101
101.5 0.0164609545263776
101.625 0.0166301010963695
101.75 0.0168018666259105
101.875 0.0169763054282939
102 0.0171534732312157
102.125 0.0173334272211778
102.25 0.0175162260895237
102.375 0.0177019300801777
102.5 0.0178906010391593
102.625 0.0180823024659474
102.75 0.0182770995667761
102.875 0.0184750593099432
103 0.0186762504832199
103.125 0.0188807437534531
103.25 0.0190886117284562
103.375 0.0192999290212898
103.5 0.019514772317038
103.625 0.0197332204421911
103.75 0.0199553544367527
103.875 0.0201812576291929
104 0.0204110157143769
104.125 0.0206447168346052
104.25 0.0208824516639078
104.375 0.0211243134957418
104.5 0.0213703983342513
104.625 0.0216208049892549
104.75 0.0218756351751368
104.875 0.0221349936138239
105 0.0223989881420452
105.125 0.0226677298230759
105.25 0.0229413330631831
105.375 0.0232199157329993
105.5 0.0235035992940646
105.625 0.0237925089307884
105.75 0.0240867736880992
105.875 0.0243865266150637
106 0.0246919049147715
106.125 0.0250030501008012
106.25 0.0253201081605982
106.375 0.0256432297261164
106.5 0.0259725702520945
106.625 0.0263082902023584
106.75 0.0266505552445663
106.875 0.0269995364538359
107 0.0273554105257184
107.125 0.0277183599990124
107.25 0.028088573488942
107.375 0.0284662459312504
107.5 0.0288515788377982
107.625 0.0292447805642892
107.75 0.0296460665907842
107.875 0.0300556598157062
108 0.030473790864082
108.125 0.0309006984108126
108.25 0.0313366295198147
108.375 0.0317818399999299
108.5 0.0322365947785529
108.625 0.0327011682939945
108.75 0.0331758449076582
108.875 0.0336609193371817
109 0.0341566971117682
109.125 0.0346634950510155
109.25 0.0351816417686365
109.375 0.0357114782025592
109.5 0.0362533581729949
109.625 0.0368076489701706
109.75 0.0373747319735404
109.875 0.0379550033044124
110 0.0385488745140678
110.125 0.0391567733095891
110.25 0.0397791443197765
110.375 0.0404164499036974
110.5 0.0410691710045993
110.625 0.0417378080521133
110.75 0.0424228819158894
110.875 0.0431249349140368
111 0.0438445318799912
111.125 0.0445822612917046
111.25 0.0453387364673458
111.375 0.0461145968320176
111.5 0.046910509260345
111.625 0.0477271695001614
111.75 0.0485653036829315
111.875 0.0494256699269886
112 0.0503090600401519
112.125 0.0512163013288107
112.25 0.0521482585211382
112.375 0.0531058358127209
112.5 0.0540899790435703
112.625 0.0551016780162303
112.75 0.0561419689655042
112.875 0.0572119371912167
113 0.0583127198663996
113.125 0.0594455090343554
113.25 0.0606115548092243
113.375 0.0618121687959616
113.5 0.0630487277470421
113.625 0.0643226774747574
113.75 0.0656355370396758
113.875 0.0669889032377084
114 0.0683844554102975
114.125 0.069823960604518
114.25 0.0713092791124059
114.375 0.0728423704216091
114.5 0.0744252996125339
114.625 0.0760602442405729
114.75 0.0777495017457786
114.875 0.0794954974365397
115 0.0813007930984805
115.125 0.0831680962849807
115.25 0.0851002703514851
115.375 0.087100345302199
115.5 0.0891715295249394
115.625 0.0913172224979246
115.75 0.0935410285612488
115.875 0.0958467718558202
116 0.0982385125437976
116.125 0.100720564437186
116.25 0.103297514175453
116.375 0.105974242109006
116.5 0.10875594506338
116.625 0.111648161179311
116.75 0.114656797046835
116.875 0.11778815737757
117 0.121048977488777
117.125 0.124446458906278
117.25 0.127988308431311
117.375 0.131682781059733
117.5 0.135538727191345
117.625 0.139565644623555
117.75 0.143773735888141
117.875 0.148173971563884
118 0.152778160282811
118.125 0.15759902624554
118.25 0.162650295173849
118.375 0.167946789758665
118.5 0.173504535812086
118.625 0.179340880506455
118.75 0.185474624285989
118.875 0.191926168272162
119 0.198717679258868
119.125 0.20587327471461
119.25 0.213419230585146
119.375 0.221384215131648
119.5 0.229799552559011
119.625 0.238699520801621
119.75 0.248121688558193
119.875 0.258107297525445
120 0.268701696799752
120.125 0.279954837629774
120.25 0.291921838152151
120.375 0.304663629476689
120.5 0.318247696568642
120.625 0.332748929879442
120.75 0.348250606697345
120.875 0.364845524841875
121 0.382637315754428
121.125 0.40174196942058
121.25 0.42228961011945
121.375 0.444426570008116
121.5 0.468317817358132
121.625 0.494149808293705
121.75 0.522133845667069
121.875 0.552510046901184
122 0.585552045038882
122.125 0.621572574843127
122.25 0.660930129776667
122.375 0.704036917443682
122.5 0.751368392189212
122.625 0.803474705737766
122.75 0.860994491670739
122.875 0.92467148842246
123 0.995374608374402
123.125 1.0741221750441
123.25 1.16211116870748
123.375 1.26075242585242
123.5 1.37171279483308
123.625 1.49696519267618
123.75 1.63884721446889
123.875 1.80012819949892
124 1.98408307656875
124.125 2.19456824288898
124.25 2.43608908963381
124.375 2.71383882420967
124.5 3.03367129812515
124.625 3.4019429850258
124.75 3.82511707864683
124.875 4.30896432598047
125 4.8571292619038
125.125 5.46879284399966
125.25 6.13524517767312
125.375 6.8355591186904
125.5 7.53243849804572
125.625 8.17069345128565
125.75 8.68188852262064
125.875 8.99764662002199
126 9.06929016904863
126.125 8.88506380526676
126.25 8.47466019902228
126.375 7.89805752528318
126.5 7.22584235486551
126.625 6.52166363788111
126.75 5.83286870721466
126.875 5.18904938780342
127 4.60513280929979
127.125 4.08582418551949
127.25 3.62959939403361
127.375 3.23163886385954
127.5 2.88573043510045
127.625 2.58538832228867
127.75 2.32444810053588
127.875 2.09734013455827
128 1.89917903531771
128.125 1.72575538560631
128.25 1.57348074563258
128.375 1.43931461571755
128.5 1.32068859169995
128.625 1.21543517786595
128.75 1.12172439687753
128.875 1.03800903343094
129 0.962978199305707
129.125 0.895518397505381
129.25 0.834681094727025
129.375 0.779655815913518
129.5 0.729747858915422
129.625 0.684359841272031
129.75 0.642976409132972
129.875 0.605151548190786
130 0.570498033269255
130.125 0.538678635778669
130.25 0.509398777311184
130.375 0.482400374693011
130.5 0.457456668551348
130.625 0.434367865564509
130.75 0.412957455549319
130.875 0.393069089698991
131 0.37456392670781
131.125 0.357318370106562
131.25 0.341222133620241
131.375 0.326176582343666
131.5 0.312093306492807
131.625 0.298892891817593
131.75 0.286503856767474
131.875 0.274861731434723
132 0.263908257363706
132.125 0.253590690669408
132.25 0.243861193685913
132.375 0.234676302670809
132.5 0.225996461009837
132.625 0.217785608966657
132.75 0.210010822361404
132.875 0.202641993684461
133 0.19565155009577
133.125 0.189014203555544
133.25 0.182706729004336
133.375 0.176707767079616
133.5 0.170997648339167
133.625 0.165558236372721
133.75 0.160372787533773
133.875 0.155425825323156
134 0.150703027712506
134.125 0.146191125916026
134.25 0.141877813308355
134.375 0.137751663349598
134.5 0.133802055519547
134.625 0.130019108385086
134.75 0.126393619030509
134.875 0.122917008172271
135 0.119581270359619
135.125 0.116378928732142
135.25 0.113302993866076
135.375 0.110346926294378
135.5 0.107504602332135
135.625 0.104770282879753
135.75 0.102138584912277
135.875 0.0996044553948049
136 0.0971631473918202
136.125 0.0948101981628773
136.25 0.0925414090588094
136.375 0.0903528270518977
136.5 0.0882407277505075
136.625 0.086201599763855
136.75 0.0842321302960472
136.875 0.0823291918605283
137 0.0804898300167602
137.125 0.0787112520405059
137.25 0.0769908164476093
137.375 0.0753260232987907
137.5 0.0737145052198107
137.625 0.0721540190774787
137.75 0.0706424382574797
137.875 0.0691777454949378
138 0.0677580262130777
138.125 0.0663814623293502
138.25 0.0650463264919999
138.375 0.0637509767133074
138.5 0.0624938513686858
138.625 0.0612734645334701
138.75 0.0600884016316487
138.875 0.0589373153729696
139 0.057818921956833
139.125 0.0567319975231794
139.25 0.0556753748322151
139.375 0.0546479401563029
139.5 0.0536486303686943
139.625 0.0526764302150147
139.75 0.0517303697545321
139.875 0.0508095219592653
140 0.0499130004599222
140.125 0.0490399574285156
140.25 0.0481895815882817
140.375 0.0473610963422462
140.5 0.046553758012435
140.625 0.0457668541823311
140.75 0.0449997021357257
140.875 0.0442516473856226
141 0.0435220622873165
141.125 0.042810344730195
141.25 0.042115916903206
141.375 0.0414382241292963
141.5 0.0407767337644578
141.625 0.0401309341573285
141.75 0.0395003336655757
141.875 0.0388844597255538
142 0.0382828579719674
142.125 0.0376950914044979
142.25 0.0371207395985542
142.375 0.0365593979575016
142.5 0.0360106770039011
142.625 0.0354742017074514
142.75 0.0349496108474818
142.875 0.0344365564079829
143 0.0339347030032931
143.125 0.0334437273326815
143.25 0.0329633176621777
143.375 0.0324931733321081
143.5 0.0320330042888916
143.625 0.0315825306397402
143.75 0.0311414822289954
143.875 0.0307095982349076
144 0.0302866267857404
144.125 0.0298723245941502
144.25 0.0294664566088536
144.375 0.0290687956826573
144.5 0.0286791222559769
144.625 0.028297224055027
144.75 0.0279228958039094
144.875 0.0275559389498752
145 0.0271961614010763
145.125 0.0268433772761611
145.25 0.0264974066651107
145.375 0.0261580754007391
145.5 0.025825214840322
145.625 0.0254986616568415
145.75 0.0251782576393681
145.875 0.0248638495021261
146 0.0245552887018127
146.125 0.0242524312627673
146.25 0.0239551376096071
146.375 0.0236632724069674
146.5 0.0233767044060049
146.625 0.0230953062973388
146.75 0.022818954570125
146.875 0.0225475293769711
147 0.0222809144044191
147.125 0.0220189967487337
147.25 0.0217616667967512
147.375 0.0215088181115534
147.5 0.0212603473227456
147.625 0.0210161540211275
147.75 0.0207761406575581
147.875 0.0205402124458242
148 0.0203082772693327
148.125 0.0200802455914568
148.25 0.0198560303693711
148.375 0.0196355469712248
148.5 0.0194187130965031
148.625 0.0192054486994389
148.75 0.0189956759153422
148.875 0.0187893189897204
149 0.0185863042100694
149.125 0.0183865598402217
149.25 0.018190016057142
149.375 0.0179966048900671
149.5 0.017806260161891
149.625 0.0176189174327015
149.75 0.017434513945378
149.875 0.0172529885731656
150 0.0170742817691434
150.125 0.0168983355175095
150.25 0.016725093286609
150.375 0.0165544999836325
150.5 0.0163865019109201
150.625 0.0162210467238033
150.75 0.0160580833899265
150.875 0.0158975621499855
151 0.0157394344798307
151.125 0.0155836530538776
151.25 0.0154301717097761
151.375 0.0152789454142874
151.5 0.0151299302303227
151.625 0.0149830832850989
151.75 0.0148383627393666
151.875 0.014695727757672
152 0.0145551384796105
152.125 0.0144165559920365
152.25 0.0142799423021921
152.375 0.0141452603117204
152.5 0.0140124737915305
152.625 0.0138815473574822
152.75 0.0137524464468604
152.875 0.0136251372956093
153 0.0134995869162994
153.125 0.0133757630767997
153.25 0.0132536342796301
153.375 0.0131331697419688
153.5 0.0130143393762913
153.625 0.0128971137716185
153.75 0.0127814641753515
153.875 0.0126673624756728
154 0.012554781184494
154.125 0.0124436934209299
154.25 0.0123340728952808
154.375 0.0122258938935063
154.5 0.0121191312621713
154.625 0.0120137603938498
154.75 0.0119097572129702
154.875 0.0118070981620861
155 0.0117057601885588
155.125 0.0116057207316375
155.25 0.011506957709923
155.375 0.0114094495092033
155.5 0.0113131749706465
155.625 0.0112181133793409
155.75 0.0111242444531705
155.875 0.0110315483320131
156 0.0109400055672522
156.125 0.0108495971115918
156.25 0.0107603043091635
156.375 0.0106721088859171
156.5 0.0105849929402851
156.625 0.0104989389341125
156.75 0.0104139296838429
156.875 0.0103299483519531
157 0.0102469784386278
157.125 0.0101650037736669
157.25 0.0100840085086189
157.375 0.0100039771091309
157.5 0.00992489434751131
157.625 0.0098467452954964
157.75 0.00976951531721504
157.875 0.00969319006234582
158 0.00961775545945991
158.125 0.00954319770954437
158.25 0.00946950327970016
158.375 0.00939665889700951
158.5 0.00932465154256749
158.625 0.00925346844567283
158.75 0.00918309707817297
158.875 0.00911352514895894
159 0.0090447405986053
